payment_id,order_id,payment_method,payment_date,amount
12917,12917,Credit Card,2022-10-04,1706.35
12918,12918,Credit Card,2023-04-24,1240.48
12919,12919,Credit Card,2024-06-01,1657.61
12920,12920,Debit Card,2022-12-17,80.73
12921,12921,Credit Card,2023-10-19,145.63
12922,12922,Mobile Money,2024-02-01,578.01
12923,12923,Mobile Money,2022-11-24,1193.65
12924,12924,Debit Card,2023-06-06,953.33
12925,12925,Credit Card,2022-12-31,27.74
12926,12926,Mobile Money,2023-12-22,123.02
12927,12927,Bank Transfer,2024-07-30,988.45
12928,12928,Mobile Money,2022-12-30,93.25
12929,12929,Bank Transfer,2024-04-24,1235.74
12930,12930,Debit Card,2022-12-20,1075.69
12931,12931,Credit Card,2024-02-29,373.7
12932,12932,Debit Card,2024-01-02,370.07
12933,12933,PayPal,2023-03-15,337.68
12934,12934,Credit Card,2023-11-17,1208.24
12935,12935,Debit Card,2022-11-29,1165.87
12936,12936,Mobile Money,2023-07-28,966.47
12937,12937,PayPal,2023-04-12,354.72
12938,12938,PayPal,2022-07-30,339.25
12939,12939,Credit Card,2024-04-23,134.69
12940,12940,Mobile Money,2022-09-23,496.94
12941,12941,Bank Transfer,2024-07-05,903.72
12942,12942,Mobile Money,2024-09-02,962.76
12943,12943,Mobile Money,2024-02-13,1543.22
12944,12944,Bank Transfer,2023-04-17,415.48
12945,12945,Bank Transfer,2024-02-13,1431.16
12946,12946,Bank Transfer,2022-12-28,1241.93
12947,12947,Bank Transfer,2023-09-28,51.64
12948,12948,Mobile Money,2022-09-09,48.2
12949,12949,Credit Card,2024-06-01,432.6
12950,12950,PayPal,2022-08-03,279.07
12951,12951,PayPal,2023-01-20,370.68
12952,12952,Debit Card,2023-09-11,607.61
12953,12953,Debit Card,2023-10-09,1533.76
12954,12954,Bank Transfer,2023-11-27,235.62
12955,12955,Debit Card,2023-03-23,121.08
12956,12956,Mobile Money,2024-06-30,2455.55
12957,12957,PayPal,2023-02-05,1320.25
12958,12958,PayPal,2023-11-28,1293.45
12959,12959,Bank Transfer,2022-12-01,235.06
12960,12960,Mobile Money,2023-04-09,272.25
12961,12961,Debit Card,2024-06-04,1324.62
12962,12962,Bank Transfer,2024-06-06,1582.34
12963,12963,Bank Transfer,2024-06-15,1374.52
12964,12964,Mobile Money,2024-09-14,774.83
12965,12965,PayPal,2024-02-11,1466.85
12966,12966,Credit Card,2022-08-22,320.25
12967,12967,Mobile Money,2024-03-11,989.51
12968,12968,Debit Card,2024-03-31,703.02
12969,12969,Credit Card,2023-09-11,802.87
12970,12970,Bank Transfer,2023-04-07,1753.97
12971,12971,Bank Transfer,2023-06-26,608.52
12972,12972,Mobile Money,2024-08-14,1828.36
12973,12973,Mobile Money,2023-05-08,462.16
12974,12974,PayPal,2023-10-09,784.0
12975,12975,Debit Card,2022-11-20,1185.18
12976,12976,Credit Card,2024-05-05,197.51
12977,12977,Debit Card,2024-06-12,710.51
12978,12978,Bank Transfer,2024-02-07,806.8
12979,12979,Bank Transfer,2023-11-07,97.07
12980,12980,PayPal,2022-07-08,599.29
12981,12981,Bank Transfer,2023-10-22,1413.16
12982,12982,PayPal,2024-01-23,648.52
12983,12983,Bank Transfer,2023-08-13,1104.79
12984,12984,Bank Transfer,2022-06-26,89.65
12985,12985,PayPal,2024-02-28,810.17
12986,12986,Credit Card,2023-05-04,1405.44
12987,12987,Credit Card,2022-10-06,545.69
12988,12988,Mobile Money,2024-06-27,54.79
12989,12989,PayPal,2023-06-17,839.29
12990,12990,Credit Card,2024-06-12,206.64
12991,12991,PayPal,2024-07-20,198.75
12992,12992,PayPal,2024-01-27,200.14
12993,12993,Debit Card,2023-08-06,459.9
12994,12994,Mobile Money,2022-10-16,239.11
12995,12995,PayPal,2024-02-01,811.84
12996,12996,Debit Card,2024-08-06,2559.52
12997,12997,Bank Transfer,2024-01-28,109.46
12998,12998,Debit Card,2023-09-25,418.49
12999,12999,Mobile Money,2023-09-20,2575.67
13000,13000,Credit Card,2024-04-22,216.73
13001,13001,PayPal,2022-06-15,56.88
13002,13002,Credit Card,2023-01-12,1347.42
13003,13003,Mobile Money,2023-11-17,1992.89
13004,13004,Mobile Money,2023-04-17,1895.77
13005,13005,Bank Transfer,2023-09-01,1064.99
13006,13006,Debit Card,2024-07-23,964.02
13007,13007,Debit Card,2024-06-07,1567.07
13008,13008,Mobile Money,2024-03-25,535.01
13009,13009,Debit Card,2023-10-28,309.8
13010,13010,Credit Card,2024-05-09,778.77
13011,13011,Bank Transfer,2023-04-05,1864.22
13012,13012,PayPal,2023-02-13,216.13
13013,13013,Bank Transfer,2022-12-24,1387.24
13014,13014,Bank Transfer,2023-11-18,686.9
13015,13015,Bank Transfer,2022-06-17,330.0
13016,13016,Bank Transfer,2022-09-05,881.51
13017,13017,Mobile Money,2024-06-09,1224.44
13018,13018,Credit Card,2022-09-14,1335.52
13019,13019,Credit Card,2023-01-02,2246.26
13020,13020,Credit Card,2022-11-28,1022.12
13021,13021,Debit Card,2023-07-23,1101.77
13022,13022,Mobile Money,2022-12-22,1432.79
13023,13023,PayPal,2024-09-04,88.99
13024,13024,Debit Card,2023-01-17,115.28
13025,13025,Mobile Money,2024-04-19,1101.17
13026,13026,Credit Card,2023-05-17,142.53
13027,13027,Bank Transfer,2022-09-21,425.99
13028,13028,PayPal,2024-04-11,911.72
13029,13029,Debit Card,2024-02-12,2476.44
13030,13030,Bank Transfer,2023-09-15,1484.98
13031,13031,Credit Card,2024-06-25,398.79
13032,13032,PayPal,2023-06-21,1271.84
13033,13033,Mobile Money,2023-11-19,1028.01
13034,13034,Bank Transfer,2022-11-02,905.91
13035,13035,Bank Transfer,2024-09-13,2336.18
13036,13036,Credit Card,2022-07-27,102.35
13037,13037,Mobile Money,2024-07-12,125.62
13038,13038,Bank Transfer,2023-12-11,7.49
13039,13039,Debit Card,2023-06-14,889.41
13040,13040,Debit Card,2024-03-23,262.78
13041,13041,PayPal,2024-01-25,100.19
13042,13042,Bank Transfer,2023-02-26,42.29
13043,13043,PayPal,2023-05-19,285.68
13044,13044,PayPal,2024-01-26,333.47
13045,13045,Debit Card,2023-04-03,503.51
13046,13046,Credit Card,2022-07-11,767.52
13047,13047,Debit Card,2023-10-09,1697.53
13048,13048,Credit Card,2023-03-01,272.79
13049,13049,Credit Card,2024-01-07,64.94
13050,13050,Bank Transfer,2023-09-11,295.77
13051,13051,Debit Card,2023-10-28,1759.7
13052,13052,PayPal,2022-07-06,1744.13
13053,13053,Bank Transfer,2023-09-26,1316.26
13054,13054,PayPal,2024-06-01,710.88
13055,13055,Debit Card,2024-07-06,1830.83
13056,13056,Mobile Money,2023-12-22,1571.92
13057,13057,Debit Card,2024-05-24,431.74
13058,13058,Bank Transfer,2023-07-21,1232.81
13059,13059,Credit Card,2022-12-02,1631.51
13060,13060,Mobile Money,2023-05-01,1958.12
13061,13061,Credit Card,2022-07-29,1071.34
13062,13062,Credit Card,2022-12-31,841.75
13063,13063,Debit Card,2024-05-13,364.2
13064,13064,Debit Card,2023-08-18,1032.19
13065,13065,Bank Transfer,2022-06-30,67.72
13066,13066,PayPal,2022-07-25,1185.97
13067,13067,Mobile Money,2022-07-03,1230.3
13068,13068,Mobile Money,2023-12-03,968.39
13069,13069,PayPal,2023-08-25,234.17
13070,13070,Bank Transfer,2024-03-30,34.56
13071,13071,Mobile Money,2024-05-04,1034.93
13072,13072,Bank Transfer,2024-06-06,502.37
13073,13073,Debit Card,2023-04-28,394.42
13074,13074,Mobile Money,2024-09-15,1366.83
13075,13075,Debit Card,2023-03-03,1319.69
13076,13076,Debit Card,2022-11-23,280.19
13077,13077,Credit Card,2022-10-15,375.39
13078,13078,PayPal,2023-10-27,281.27
13079,13079,Credit Card,2024-08-19,2226.1
13080,13080,Credit Card,2023-10-05,268.81
13081,13081,Mobile Money,2022-07-02,286.36
13082,13082,Bank Transfer,2023-12-02,293.72
13083,13083,Mobile Money,2024-06-17,1382.02
13084,13084,Credit Card,2023-08-12,259.0
13085,13085,Bank Transfer,2023-02-12,636.61
13086,13086,PayPal,2024-06-14,467.77
13087,13087,PayPal,2022-06-11,315.36
13088,13088,Credit Card,2023-02-05,1651.14
13089,13089,Mobile Money,2023-02-02,257.32
13090,13090,Credit Card,2022-06-30,397.64
13091,13091,Bank Transfer,2023-07-19,1207.37
13092,13092,Credit Card,2023-12-18,2139.55
13093,13093,Bank Transfer,2024-05-13,2524.45
13094,13094,Debit Card,2023-05-09,1253.73
13095,13095,Bank Transfer,2023-04-06,603.16
13096,13096,Bank Transfer,2023-06-18,96.34
13097,13097,Debit Card,2023-05-19,1566.03
13098,13098,Mobile Money,2024-08-21,1108.74
13099,13099,PayPal,2023-09-18,831.43
13100,13100,Bank Transfer,2022-09-11,704.32
13101,13101,Mobile Money,2022-10-02,399.46
13102,13102,Credit Card,2023-08-03,1316.29
13103,13103,Bank Transfer,2023-06-30,775.77
13104,13104,Credit Card,2023-09-02,178.03
13105,13105,Mobile Money,2024-02-06,1324.71
13106,13106,Mobile Money,2024-05-21,952.73
13107,13107,Bank Transfer,2023-08-23,672.5
13108,13108,Credit Card,2023-10-29,541.1
13109,13109,Mobile Money,2023-08-28,244.58
13110,13110,Credit Card,2022-08-08,525.33
13111,13111,Debit Card,2023-12-20,1033.09
13112,13112,Mobile Money,2022-12-16,799.26
13113,13113,Bank Transfer,2023-12-20,1792.13
13114,13114,Debit Card,2024-01-12,666.67
13115,13115,Debit Card,2023-12-17,895.1
13116,13116,Bank Transfer,2022-06-05,479.25
13117,13117,Bank Transfer,2024-07-02,1585.76
13118,13118,Mobile Money,2024-08-11,464.01
13119,13119,Debit Card,2023-06-14,931.07
13120,13120,Mobile Money,2024-03-22,543.63
13121,13121,Credit Card,2024-06-14,152.35
13122,13122,Mobile Money,2023-02-12,550.57
13123,13123,Mobile Money,2023-04-11,2351.23
13124,13124,Bank Transfer,2022-06-28,1371.03
13125,13125,Mobile Money,2022-12-14,1803.64
13126,13126,Credit Card,2023-01-09,653.45
13127,13127,Bank Transfer,2022-12-30,578.73
13128,13128,Credit Card,2023-03-29,575.07
13129,13129,PayPal,2023-12-31,710.14
13130,13130,Mobile Money,2023-05-03,992.94
13131,13131,Bank Transfer,2024-04-25,1501.86
13132,13132,Debit Card,2022-07-13,753.69
13133,13133,Mobile Money,2023-12-31,1221.32
13134,13134,Debit Card,2024-01-15,95.73
13135,13135,Credit Card,2024-04-16,487.2
13136,13136,Bank Transfer,2023-11-29,1443.82
13137,13137,Debit Card,2023-07-23,34.64
13138,13138,Mobile Money,2022-06-09,1445.71
13139,13139,PayPal,2023-09-11,510.98
13140,13140,Debit Card,2024-02-06,889.5
13141,13141,Debit Card,2023-03-06,714.93
13142,13142,Mobile Money,2023-01-31,387.74
13143,13143,Mobile Money,2024-08-13,1370.27
13144,13144,Bank Transfer,2022-07-23,1618.81
13145,13145,PayPal,2023-12-10,194.24
13146,13146,PayPal,2024-07-18,681.01
13147,13147,Mobile Money,2022-10-22,717.94
13148,13148,PayPal,2024-02-16,2512.14
13149,13149,PayPal,2022-06-22,124.21
13150,13150,Credit Card,2024-04-29,1514.19
13151,13151,Credit Card,2023-11-02,821.87
13152,13152,Bank Transfer,2024-01-11,1033.74
13153,13153,Bank Transfer,2023-07-25,1854.26
13154,13154,Bank Transfer,2022-08-16,428.47
13155,13155,Credit Card,2023-10-09,1001.15
13156,13156,Bank Transfer,2023-05-27,472.65
13157,13157,Mobile Money,2022-07-28,27.28
13158,13158,Debit Card,2022-09-05,2147.18
13159,13159,PayPal,2024-04-08,1191.77
13160,13160,Credit Card,2022-08-24,1523.17
13161,13161,Bank Transfer,2022-11-12,702.95
13162,13162,Bank Transfer,2024-09-13,553.56
13163,13163,Bank Transfer,2023-06-15,278.6
13164,13164,Bank Transfer,2023-09-20,428.98
13165,13165,Bank Transfer,2023-06-17,519.51
13166,13166,Credit Card,2023-10-06,464.96
13167,13167,Bank Transfer,2022-07-31,633.09
13168,13168,Bank Transfer,2022-06-14,1299.38
13169,13169,Bank Transfer,2024-05-21,411.27
13170,13170,PayPal,2022-08-21,982.31
13171,13171,Credit Card,2022-07-22,2254.94
13172,13172,Credit Card,2022-09-10,483.01
13173,13173,Bank Transfer,2023-11-15,1926.63
13174,13174,Debit Card,2024-07-31,1604.95
13175,13175,Mobile Money,2024-07-22,225.66
13176,13176,Mobile Money,2024-02-28,206.46
13177,13177,Bank Transfer,2023-04-09,846.26
13178,13178,PayPal,2024-01-13,438.27
13179,13179,Credit Card,2023-07-04,1097.54
13180,13180,Debit Card,2023-04-01,238.87
13181,13181,Credit Card,2022-12-03,70.21
13182,13182,Credit Card,2024-03-12,923.3
13183,13183,Mobile Money,2024-04-16,610.02
13184,13184,Bank Transfer,2022-10-17,1266.61
13185,13185,Credit Card,2023-07-28,1286.89
13186,13186,Mobile Money,2022-07-03,789.91
13187,13187,Debit Card,2023-06-28,73.97
13188,13188,PayPal,2023-11-04,2267.46
13189,13189,Mobile Money,2024-03-07,966.21
13190,13190,PayPal,2023-02-17,1499.84
13191,13191,Debit Card,2022-10-02,901.24
13192,13192,PayPal,2023-06-27,1297.57
13193,13193,Credit Card,2023-09-01,1000.77
13194,13194,Mobile Money,2022-07-27,1372.89
13195,13195,Mobile Money,2023-01-17,1062.92
13196,13196,Credit Card,2024-04-25,938.46
13197,13197,Bank Transfer,2023-02-01,1444.17
13198,13198,Bank Transfer,2022-07-10,1970.57
13199,13199,PayPal,2022-11-30,1447.25
13200,13200,Credit Card,2023-05-12,1494.69
13201,13201,Bank Transfer,2022-10-08,1264.16
13202,13202,Mobile Money,2023-06-15,502.98
13203,13203,PayPal,2022-06-01,223.82
13204,13204,Credit Card,2023-03-24,1009.72
13205,13205,Bank Transfer,2023-02-09,222.52
13206,13206,PayPal,2022-09-25,798.59
13207,13207,Debit Card,2023-02-05,769.42
13208,13208,Debit Card,2024-05-15,153.77
13209,13209,Mobile Money,2024-03-29,397.58
13210,13210,Mobile Money,2024-07-16,1283.69
13211,13211,Mobile Money,2023-06-30,2275.57
13212,13212,PayPal,2024-03-13,361.44
13213,13213,Credit Card,2023-03-20,662.28
13214,13214,PayPal,2022-08-21,828.37
13215,13215,Mobile Money,2022-12-03,1335.75
13216,13216,Bank Transfer,2023-06-21,407.92
13217,13217,Debit Card,2022-12-13,898.34
13218,13218,Credit Card,2023-10-01,2427.2
13219,13219,Credit Card,2022-12-05,143.28
13220,13220,Bank Transfer,2022-06-01,465.77
13221,13221,Credit Card,2022-12-14,598.09
13222,13222,Debit Card,2023-11-20,63.96
13223,13223,PayPal,2024-01-20,93.12
13224,13224,PayPal,2024-03-28,78.69
13225,13225,Credit Card,2023-02-01,947.93
13226,13226,Credit Card,2024-07-20,227.82
13227,13227,Bank Transfer,2022-09-30,346.06
13228,13228,Debit Card,2022-11-08,197.36
13229,13229,Credit Card,2023-04-04,2005.64
13230,13230,Credit Card,2023-02-21,584.16
13231,13231,PayPal,2023-03-19,1369.04
13232,13232,Credit Card,2022-08-09,475.54
13233,13233,Bank Transfer,2024-01-08,102.1
13234,13234,Mobile Money,2023-03-02,425.07
13235,13235,Credit Card,2024-08-19,437.78
13236,13236,Bank Transfer,2024-02-11,167.1
13237,13237,Mobile Money,2022-07-03,127.51
13238,13238,PayPal,2024-06-17,539.27
13239,13239,Credit Card,2023-09-05,1010.78
13240,13240,PayPal,2023-05-30,907.04
13241,13241,Bank Transfer,2022-09-24,151.57
13242,13242,Credit Card,2023-04-08,369.75
13243,13243,PayPal,2023-11-18,21.09
13244,13244,Bank Transfer,2024-01-15,281.33
13245,13245,Credit Card,2022-12-13,2503.69
13246,13246,PayPal,2023-03-01,107.44
13247,13247,Bank Transfer,2022-09-07,615.99
13248,13248,PayPal,2023-03-04,1406.33
13249,13249,Bank Transfer,2024-06-12,123.27
13250,13250,PayPal,2023-08-16,823.25
13251,13251,Mobile Money,2024-07-14,1880.73
13252,13252,PayPal,2024-07-08,581.56
13253,13253,Mobile Money,2023-02-16,752.61
13254,13254,Mobile Money,2023-03-14,1171.47
13255,13255,PayPal,2023-03-16,482.45
13256,13256,Credit Card,2024-09-07,921.15
13257,13257,Debit Card,2024-03-10,1244.99
13258,13258,Mobile Money,2024-07-20,482.27
13259,13259,PayPal,2023-02-17,1628.56
13260,13260,Bank Transfer,2023-07-05,2432.06
13261,13261,Credit Card,2024-08-02,167.99
13262,13262,Debit Card,2024-07-01,650.05
13263,13263,Debit Card,2023-02-27,400.74
13264,13264,Debit Card,2023-05-01,371.81
13265,13265,Mobile Money,2022-08-09,92.36
13266,13266,PayPal,2022-08-02,1768.83
13267,13267,Mobile Money,2023-06-26,35.71
13268,13268,PayPal,2023-12-19,466.55
13269,13269,PayPal,2023-05-27,806.18
13270,13270,Bank Transfer,2023-02-13,487.29
13271,13271,Bank Transfer,2023-04-10,272.72
13272,13272,Bank Transfer,2024-07-24,290.55
13273,13273,Mobile Money,2023-07-28,196.82
13274,13274,Mobile Money,2023-05-11,1722.63
13275,13275,PayPal,2024-09-16,595.36
13276,13276,PayPal,2023-05-20,495.32
13277,13277,PayPal,2022-12-10,273.68
13278,13278,Bank Transfer,2022-06-29,310.4
13279,13279,Mobile Money,2023-12-16,1247.06
13280,13280,Credit Card,2024-02-09,1777.51
13281,13281,Credit Card,2022-10-19,811.05
13282,13282,Credit Card,2024-03-04,530.35
13283,13283,PayPal,2022-09-19,1006.04
13284,13284,Credit Card,2024-01-31,1033.13
13285,13285,Debit Card,2024-02-23,524.1
13286,13286,Mobile Money,2023-06-22,2024.81
13287,13287,Credit Card,2024-04-20,1565.92
13288,13288,PayPal,2024-04-25,603.29
13289,13289,Mobile Money,2022-07-19,49.67
13290,13290,Bank Transfer,2022-10-13,1728.42
13291,13291,Mobile Money,2022-12-16,831.68
13292,13292,Credit Card,2023-08-30,1482.23
13293,13293,Bank Transfer,2024-04-14,1875.17
13294,13294,Bank Transfer,2023-09-08,456.58
13295,13295,Mobile Money,2023-12-05,731.3
13296,13296,Bank Transfer,2023-08-11,63.53
13297,13297,Bank Transfer,2023-05-21,1398.84
13298,13298,Mobile Money,2023-12-24,115.32
13299,13299,Bank Transfer,2023-02-16,147.36
13300,13300,Debit Card,2024-01-09,165.86
13301,13301,Mobile Money,2022-07-05,1426.4
13302,13302,Mobile Money,2024-06-25,1023.66
13303,13303,Credit Card,2023-11-11,243.58
13304,13304,Credit Card,2023-07-30,657.59
13305,13305,Bank Transfer,2023-11-03,1954.45
13306,13306,Credit Card,2023-12-03,1185.31
13307,13307,Mobile Money,2023-10-03,1358.19
13308,13308,Credit Card,2024-07-09,1812.62
13309,13309,PayPal,2024-06-19,403.06
13310,13310,Credit Card,2024-01-01,1401.25
13311,13311,Debit Card,2024-01-24,1627.41
13312,13312,PayPal,2023-03-05,1903.3
13313,13313,Bank Transfer,2023-08-07,2419.49
13314,13314,PayPal,2023-04-17,773.63
13315,13315,PayPal,2022-08-17,207.61
13316,13316,Credit Card,2023-09-11,395.95
13317,13317,Credit Card,2022-08-16,146.93
13318,13318,PayPal,2023-11-21,1486.73
13319,13319,PayPal,2024-01-01,192.5
13320,13320,Debit Card,2023-01-17,1006.57
13321,13321,PayPal,2023-04-09,1056.54
13322,13322,PayPal,2023-09-14,129.4
13323,13323,Bank Transfer,2024-09-03,475.44
13324,13324,PayPal,2022-07-17,889.8
13325,13325,Debit Card,2023-03-20,258.71
13326,13326,Debit Card,2022-10-13,417.24
13327,13327,Mobile Money,2023-03-30,176.04
13328,13328,Bank Transfer,2023-04-26,610.98
13329,13329,Credit Card,2023-05-28,536.89
13330,13330,PayPal,2023-04-09,517.65
13331,13331,Debit Card,2023-07-15,413.49
13332,13332,Mobile Money,2023-10-23,163.81
13333,13333,Mobile Money,2023-08-01,1575.93
13334,13334,Debit Card,2024-08-14,159.0
13335,13335,Debit Card,2022-06-13,1647.57
13336,13336,Debit Card,2022-07-28,315.28
13337,13337,Mobile Money,2022-07-18,443.85
13338,13338,Debit Card,2023-03-11,334.33
13339,13339,Bank Transfer,2023-06-23,87.98
13340,13340,PayPal,2023-04-21,35.85
13341,13341,Debit Card,2022-12-30,873.26
13342,13342,Credit Card,2022-10-14,1113.04
13343,13343,Bank Transfer,2024-02-06,1298.66
13344,13344,Mobile Money,2022-08-06,287.8
13345,13345,PayPal,2024-02-01,303.31
13346,13346,Mobile Money,2024-03-13,1068.76
13347,13347,PayPal,2022-11-06,514.51
13348,13348,PayPal,2023-02-06,86.5
13349,13349,Debit Card,2022-08-07,1414.06
13350,13350,PayPal,2024-04-01,417.86
13351,13351,Credit Card,2024-01-08,393.57
13352,13352,Mobile Money,2024-06-06,385.31
13353,13353,PayPal,2024-06-22,126.82
13354,13354,Mobile Money,2023-04-11,223.42
13355,13355,Debit Card,2022-11-18,878.69
13356,13356,Credit Card,2023-11-13,1583.94
13357,13357,Credit Card,2023-06-24,322.67
13358,13358,Credit Card,2024-06-11,1866.55
13359,13359,PayPal,2022-12-07,516.56
13360,13360,Debit Card,2024-07-18,514.06
13361,13361,Credit Card,2023-09-02,500.82
13362,13362,Mobile Money,2023-08-14,434.92
13363,13363,PayPal,2024-08-03,216.48
13364,13364,Bank Transfer,2023-04-14,653.1
13365,13365,Bank Transfer,2024-06-24,377.2
13366,13366,Debit Card,2023-08-16,186.46
13367,13367,Mobile Money,2022-10-30,243.88
13368,13368,Credit Card,2022-11-21,1174.04
13369,13369,Bank Transfer,2023-04-08,2552.75
13370,13370,Mobile Money,2022-08-07,394.16
13371,13371,Bank Transfer,2022-08-26,146.24
13372,13372,PayPal,2023-09-26,1532.54
13373,13373,Credit Card,2024-08-29,49.94
13374,13374,Debit Card,2023-10-14,749.63
13375,13375,Debit Card,2023-07-11,1526.47
13376,13376,Mobile Money,2022-11-19,481.75
13377,13377,Debit Card,2022-07-22,29.74
13378,13378,Debit Card,2022-07-25,287.95
13379,13379,Credit Card,2024-04-04,984.32
13380,13380,Bank Transfer,2024-05-21,2214.84
13381,13381,Bank Transfer,2022-11-05,414.95
13382,13382,PayPal,2023-03-26,1057.36
13383,13383,Debit Card,2022-08-29,225.53
13384,13384,Credit Card,2022-06-02,262.09
13385,13385,Bank Transfer,2023-04-05,24.76
13386,13386,Debit Card,2023-04-09,586.94
13387,13387,PayPal,2022-07-20,408.02
13388,13388,Mobile Money,2024-06-16,1766.11
13389,13389,Mobile Money,2023-12-04,993.37
13390,13390,PayPal,2022-11-12,997.42
13391,13391,Debit Card,2023-07-26,894.71
13392,13392,PayPal,2024-01-10,120.02
13393,13393,Debit Card,2023-02-27,732.31
13394,13394,Mobile Money,2023-12-02,393.94
13395,13395,Debit Card,2024-05-20,447.07
13396,13396,Credit Card,2023-09-16,311.83
13397,13397,Bank Transfer,2023-12-17,2407.07
13398,13398,Credit Card,2024-02-09,1017.45
13399,13399,Credit Card,2023-03-12,367.92
13400,13400,Mobile Money,2024-07-18,681.28
13401,13401,PayPal,2023-02-14,306.37
13402,13402,Mobile Money,2023-08-22,427.12
13403,13403,PayPal,2023-05-27,413.34
13404,13404,Credit Card,2024-04-07,462.99
13405,13405,PayPal,2023-05-16,1221.83
13406,13406,Credit Card,2023-11-14,206.48
13407,13407,PayPal,2023-11-02,609.77
13408,13408,PayPal,2024-08-04,1221.88
13409,13409,Mobile Money,2022-10-17,2074.48
13410,13410,Credit Card,2024-05-17,162.72
13411,13411,Debit Card,2024-02-10,499.44
13412,13412,PayPal,2022-12-29,853.5
13413,13413,Mobile Money,2023-02-23,1487.48
13414,13414,Credit Card,2022-08-25,2437.14
13415,13415,Bank Transfer,2023-11-18,580.06
13416,13416,Credit Card,2022-07-07,359.59
13417,13417,Bank Transfer,2023-09-19,1002.03
13418,13418,Bank Transfer,2023-08-31,222.45
13419,13419,Debit Card,2023-12-02,583.93
13420,13420,Debit Card,2023-08-22,992.82
13421,13421,Credit Card,2023-07-31,684.46
13422,13422,Mobile Money,2022-09-29,1845.74
13423,13423,Mobile Money,2024-06-30,407.35
13424,13424,Credit Card,2024-07-24,500.81
13425,13425,Debit Card,2023-01-12,516.53
13426,13426,Debit Card,2022-12-11,181.47
13427,13427,PayPal,2023-03-16,247.35
13428,13428,PayPal,2023-02-09,761.91
13429,13429,Credit Card,2024-07-22,1945.59
13430,13430,Credit Card,2024-04-09,932.65
13431,13431,Bank Transfer,2024-05-05,1507.88
13432,13432,Credit Card,2023-01-04,223.14
13433,13433,Credit Card,2023-05-19,278.7
13434,13434,Credit Card,2023-06-22,233.51
13435,13435,PayPal,2023-05-22,302.56
13436,13436,Mobile Money,2023-09-29,569.26
13437,13437,Mobile Money,2024-05-23,462.67
13438,13438,Bank Transfer,2024-06-22,120.7
13439,13439,Debit Card,2024-03-27,315.46
13440,13440,Bank Transfer,2022-11-17,2447.85
13441,13441,Credit Card,2023-06-21,938.62
13442,13442,PayPal,2022-08-10,1635.11
13443,13443,PayPal,2022-06-11,341.83
13444,13444,Bank Transfer,2022-10-29,16.45
13445,13445,PayPal,2023-12-01,1136.14
13446,13446,Mobile Money,2024-02-24,606.66
13447,13447,Mobile Money,2024-05-03,84.39
13448,13448,Debit Card,2024-07-27,354.81
13449,13449,Mobile Money,2023-03-07,1571.18
13450,13450,Debit Card,2022-10-26,1035.6
13451,13451,PayPal,2023-01-23,1266.64
13452,13452,PayPal,2023-12-21,562.52
13453,13453,Debit Card,2023-01-03,1019.91
13454,13454,PayPal,2023-11-29,759.82
13455,13455,Mobile Money,2024-01-29,1547.25
13456,13456,Credit Card,2023-05-11,1036.38
13457,13457,Debit Card,2022-12-11,1072.01
13458,13458,Mobile Money,2024-08-27,258.33
13459,13459,Bank Transfer,2024-05-14,124.99
13460,13460,Credit Card,2024-07-27,1618.92
13461,13461,Credit Card,2022-12-26,68.81
13462,13462,Credit Card,2022-11-05,508.35
13463,13463,Mobile Money,2023-02-28,397.5
13464,13464,PayPal,2023-12-20,1821.44
13465,13465,PayPal,2023-07-02,272.66
13466,13466,Mobile Money,2023-11-23,2386.18
13467,13467,Credit Card,2024-09-13,544.08
13468,13468,PayPal,2024-09-15,588.51
13469,13469,Credit Card,2023-07-15,804.8
13470,13470,Bank Transfer,2022-06-04,1992.24
13471,13471,Debit Card,2024-08-07,456.66
13472,13472,Debit Card,2023-09-22,932.92
13473,13473,Mobile Money,2023-06-21,2071.63
13474,13474,Bank Transfer,2024-04-23,432.28
13475,13475,Mobile Money,2023-10-04,643.87
13476,13476,Credit Card,2024-03-21,259.36
13477,13477,Debit Card,2022-09-13,143.11
13478,13478,Debit Card,2024-03-15,93.49
13479,13479,Credit Card,2023-07-24,1736.22
13480,13480,PayPal,2022-12-14,1838.36
13481,13481,Bank Transfer,2023-09-25,1004.75
13482,13482,PayPal,2023-12-11,392.29
13483,13483,PayPal,2024-07-07,1487.12
13484,13484,Mobile Money,2024-07-23,1077.18
13485,13485,Bank Transfer,2022-08-30,1857.26
13486,13486,Debit Card,2023-02-05,1367.75
13487,13487,Mobile Money,2023-06-04,22.24
13488,13488,PayPal,2024-01-22,338.05
13489,13489,Credit Card,2024-03-27,1081.12
13490,13490,Debit Card,2022-10-27,746.33
13491,13491,Credit Card,2024-01-09,74.63
13492,13492,Credit Card,2023-08-10,154.83
13493,13493,Bank Transfer,2023-02-11,385.21
13494,13494,PayPal,2023-04-06,766.69
13495,13495,Debit Card,2022-11-08,309.49
13496,13496,Debit Card,2023-03-15,626.64
13497,13497,Bank Transfer,2023-03-03,187.24
13498,13498,Debit Card,2022-07-15,302.72
13499,13499,Mobile Money,2023-06-21,909.98
13500,13500,Credit Card,2023-01-13,336.96
13501,13501,Debit Card,2023-10-12,983.52
13502,13502,Debit Card,2024-01-10,69.08
13503,13503,PayPal,2023-08-12,1536.64
13504,13504,Credit Card,2024-02-23,726.74
