order_id,customer_id,product_id,quantity,price,order_date,shipping_status
14762,37093,928,5,2086.7,2024-05-10,Delivered
14763,16375,195,5,338.15,2023-10-12,Processing
14764,28273,505,2,316.44,2022-08-01,Delivered
14765,5270,55,5,2347.65,2022-10-30,Pending
14766,9781,871,3,1090.77,2022-07-13,Cancelled
14767,19438,444,5,41.25,2023-08-11,Cancelled
14768,25375,150,1,300.6,2024-08-23,Pending
14769,7381,936,5,2051.85,2024-02-09,Shipped
14770,36822,812,3,260.04,2023-09-26,Pending
14771,43121,802,2,350.66,2023-10-06,Cancelled
14772,47521,870,5,211.5,2022-08-26,Cancelled
14773,8016,555,2,549.4,2023-01-06,Cancelled
14774,31228,113,1,191.66,2022-07-19,Cancelled
14775,35030,94,2,405.28,2023-11-06,Processing
14776,32205,321,4,857.4,2022-09-07,Pending
14777,7038,85,5,1464.3,2022-06-28,Pending
14778,45375,775,3,495.09,2022-07-08,Processing
14779,13284,258,4,907.84,2024-07-14,Delivered
14780,46141,807,3,253.56,2023-05-23,Delivered
14781,25760,745,3,1356.09,2022-10-14,Delivered
14782,24837,468,4,1266.2,2023-10-30,Shipped
14783,39555,305,4,1575.96,2024-01-16,Pending
14784,13413,829,5,1928.9,2023-03-07,Shipped
14785,10996,115,4,528.44,2022-12-01,Delivered
14786,10844,915,3,1236.24,2022-08-14,Cancelled
14787,23943,540,2,692.52,2022-10-28,Cancelled
14788,19921,794,5,2483.9,2023-06-20,Processing
14789,20681,803,2,719.2,2023-05-21,Pending
14790,14308,94,4,676.92,2024-02-27,Processing
14791,38640,191,5,103.55,2023-07-23,Delivered
14792,48078,498,2,339.4,2023-06-13,Cancelled
14793,35623,967,2,80.5,2022-06-28,Pending
14794,39230,772,4,1189.84,2024-05-05,Cancelled
14795,34197,1,2,797.58,2023-06-17,Processing
14796,47245,601,5,1378.35,2024-04-22,Cancelled
14797,46677,813,2,100.02,2022-06-07,Delivered
14798,22613,769,2,666.3,2022-08-08,Cancelled
14799,47269,769,4,1011.44,2024-08-28,Processing
14800,4433,966,5,2096.7,2024-08-09,Shipped
14801,5454,23,3,1139.7,2022-08-11,Processing
14802,49993,42,1,183.73,2024-06-27,Shipped
14803,15462,652,4,1101.44,2024-06-06,Shipped
14804,31054,233,1,320.25,2023-10-06,Pending
14805,46508,883,1,227.69,2022-06-24,Delivered
14806,38253,111,5,1246.6,2023-09-29,Shipped
14807,22312,773,2,263.52,2022-09-23,Delivered
14808,34512,745,5,1130.8,2023-09-03,Processing
14809,32747,617,4,551.88,2023-03-18,Cancelled
14810,33290,287,4,32.96,2022-11-16,Shipped
14811,39062,412,3,603.9,2023-11-22,Processing
14812,17383,806,4,340.72,2023-01-23,Shipped
14813,26591,765,2,979.02,2022-10-05,Delivered
14814,40957,592,1,76.1,2023-05-16,Processing
14815,33371,819,2,219.04,2024-04-11,Shipped
14816,38155,425,2,100.02,2022-10-24,Shipped
14817,34713,755,3,420.75,2022-06-22,Processing
14818,32175,780,1,329.0,2023-04-11,Shipped
14819,23997,500,3,1434.93,2024-09-12,Processing
14820,10387,866,5,403.65,2023-05-13,Shipped
14821,38635,126,5,1368.15,2022-10-23,Cancelled
14822,7561,406,5,2133.45,2023-12-02,Delivered
14823,45159,477,2,485.3,2022-10-01,Shipped
14824,32438,43,1,123.11,2023-05-01,Delivered
14825,1877,488,3,539.07,2024-01-17,Delivered
14826,41097,282,5,871.3,2024-04-19,Processing
14827,810,411,1,307.6,2024-08-08,Processing
14828,14717,491,5,719.6,2022-09-30,Shipped
14829,11013,732,5,156.95,2023-06-09,Shipped
14830,16286,325,1,328.67,2022-11-01,Shipped
14831,42612,732,2,984.76,2022-07-30,Cancelled
14832,4722,309,2,51.52,2024-06-05,Shipped
14833,25732,427,4,1824.4,2022-06-26,Shipped
14834,4380,405,2,751.56,2022-09-26,Shipped
14835,2905,864,5,675.65,2024-08-05,Processing
14836,30141,316,1,320.88,2022-06-30,Pending
14837,36240,586,5,143.3,2022-06-18,Shipped
14838,7945,42,2,101.88,2022-06-12,Pending
14839,4873,691,1,424.53,2024-03-18,Pending
14840,19869,792,3,1122.45,2023-12-19,Shipped
14841,5358,902,1,309.64,2024-01-26,Shipped
14842,12057,40,1,391.57,2024-03-27,Shipped
14843,143,744,2,492.44,2022-08-17,Processing
14844,1630,296,1,54.56,2022-07-09,Shipped
14845,28869,332,3,188.28,2023-07-17,Cancelled
14846,16472,786,1,427.89,2024-08-07,Delivered
14847,49800,100,3,95.31,2024-04-06,Delivered
14848,14866,148,1,426.82,2022-08-10,Processing
14849,36898,954,1,495.03,2023-07-21,Cancelled
14850,20218,973,3,527.97,2023-03-21,Cancelled
14851,48858,760,3,1472.79,2023-04-25,Pending
14852,4409,809,4,972.72,2023-05-17,Delivered
14853,17577,333,3,172.83,2023-02-19,Shipped
14854,18535,587,4,1478.32,2024-08-11,Pending
14855,47619,324,1,119.5,2024-07-27,Delivered
14856,4978,995,3,966.24,2024-09-15,Cancelled
14857,26996,378,4,1999.0,2023-01-03,Pending
14858,22646,486,1,219.76,2023-06-06,Processing
14859,22209,443,4,1212.6,2024-04-25,Cancelled
14860,5530,993,1,345.53,2023-01-10,Processing
14861,16937,428,1,290.12,2024-06-30,Processing
14862,38249,391,3,657.6,2024-03-22,Processing
14863,46432,90,3,1367.97,2022-07-12,Delivered
14864,32159,480,2,329.72,2024-05-27,Processing
14865,13257,951,2,726.92,2023-12-16,Pending
14866,22873,112,3,59.43,2023-10-30,Pending
14867,47486,59,3,313.59,2024-03-01,Pending
14868,15203,600,2,143.04,2023-07-06,Processing
14869,20156,794,5,402.3,2022-07-12,Processing
14870,16733,70,3,1107.6,2024-06-03,Delivered
14871,38987,571,1,29.59,2022-08-15,Pending
14872,24577,459,1,25.41,2024-04-28,Cancelled
14873,26932,790,3,1347.84,2023-12-14,Shipped
14874,24127,310,3,265.38,2022-10-18,Pending
14875,42597,413,3,98.94,2022-10-03,Shipped
14876,14228,714,2,65.52,2024-03-19,Cancelled
14877,44179,146,3,1020.21,2023-06-08,Shipped
14878,10085,745,4,661.6,2024-08-18,Processing
14879,1872,245,2,17.36,2022-08-01,Delivered
14880,27546,225,3,482.16,2023-04-13,Shipped
14881,23655,517,3,670.38,2023-10-03,Cancelled
14882,39505,846,2,553.58,2023-06-13,Shipped
14883,43207,554,2,463.18,2023-05-29,Delivered
14884,15301,204,4,1591.16,2023-10-27,Cancelled
14885,29617,158,3,575.91,2023-04-18,Cancelled
14886,17277,580,3,252.36,2023-01-03,Cancelled
14887,4330,737,3,779.7,2024-07-19,Pending
14888,44947,932,5,1537.55,2022-12-13,Pending
14889,317,622,5,1099.7,2024-04-29,Delivered
14890,19726,120,2,769.56,2024-01-05,Cancelled
14891,22640,840,4,753.36,2023-09-28,Shipped
14892,31625,578,3,1013.07,2023-10-31,Pending
14893,18070,148,3,1060.68,2023-02-26,Shipped
14894,24051,210,4,601.64,2024-08-20,Processing
14895,15277,820,5,862.65,2023-06-07,Shipped
14896,49097,926,2,441.66,2024-02-17,Processing
14897,4311,412,2,350.78,2022-12-04,Pending
14898,3636,298,3,54.72,2024-03-05,Processing
14899,45471,438,4,1974.2,2024-03-29,Shipped
14900,12964,385,4,1453.88,2023-02-14,Pending
14901,44632,143,1,292.63,2022-06-07,Pending
14902,48716,887,5,157.8,2023-08-31,Shipped
14903,43232,453,2,645.46,2023-06-11,Pending
14904,22224,429,2,686.4,2024-08-20,Processing
14905,37880,757,2,758.08,2023-11-28,Pending
14906,22962,969,3,680.85,2024-04-12,Processing
14907,1670,637,5,1382.3,2023-06-24,Pending
14908,38822,646,2,885.34,2022-06-28,Cancelled
14909,26182,653,3,328.92,2023-08-23,Cancelled
14910,37110,567,5,1541.45,2023-02-08,Processing
14911,45481,92,4,324.36,2024-03-22,Delivered
14912,4411,88,5,1403.9,2023-02-27,Processing
14913,5516,943,4,522.08,2023-05-25,Processing
14914,4532,254,3,1058.67,2023-02-20,Delivered
14915,1053,820,1,406.56,2022-10-29,Cancelled
14916,39261,960,1,279.51,2023-11-28,Delivered
14917,29364,607,4,680.24,2024-07-17,Cancelled
14918,1307,505,3,1290.93,2023-03-04,Shipped
14919,14828,934,2,291.52,2023-09-26,Cancelled
14920,24033,310,2,335.2,2023-11-15,Cancelled
14921,44702,388,5,367.95,2023-01-03,Delivered
14922,48257,178,3,1360.47,2023-12-15,Delivered
14923,23459,13,2,870.36,2023-11-27,Delivered
14924,26332,569,1,201.52,2024-05-17,Cancelled
14925,34598,632,3,1140.36,2023-10-06,Pending
14926,40399,58,1,103.15,2022-10-14,Processing
14927,31,855,1,439.94,2023-04-03,Cancelled
14928,36627,586,4,189.16,2023-11-26,Cancelled
14929,11979,895,1,406.12,2022-10-21,Shipped
14930,31239,627,4,635.28,2023-02-14,Shipped
14931,27254,503,4,1584.6,2022-07-30,Delivered
14932,2270,649,4,226.96,2024-09-15,Delivered
14933,28192,859,5,1338.75,2022-08-30,Pending
14934,500,879,1,318.4,2024-03-19,Processing
14935,31551,267,5,95.85,2023-11-27,Delivered
14936,34798,948,3,330.33,2023-07-31,Processing
14937,16866,630,2,17.24,2023-06-13,Delivered
14938,11074,556,1,356.48,2023-08-17,Cancelled
14939,572,95,4,1111.56,2023-09-06,Cancelled
14940,3641,881,3,1355.76,2023-05-12,Cancelled
14941,39709,30,1,496.75,2023-07-18,Shipped
14942,4878,989,3,898.23,2024-02-23,Pending
14943,41508,656,3,404.94,2024-01-28,Pending
14944,2831,278,4,867.56,2022-11-17,Delivered
14945,13224,425,4,826.4,2022-09-03,Processing
14946,6893,231,4,1179.52,2024-05-05,Pending
14947,37032,428,1,373.99,2024-04-09,Delivered
14948,11774,853,1,267.79,2024-08-28,Pending
14949,22337,845,1,295.99,2023-02-23,Cancelled
14950,38921,898,4,624.0,2023-05-17,Processing
14951,25449,118,3,17.22,2023-03-04,Processing
14952,47840,678,5,555.5,2022-11-12,Delivered
14953,34769,215,5,1920.2,2023-06-08,Delivered
14954,30922,557,1,119.89,2024-03-24,Processing
14955,8730,35,4,1206.76,2023-06-02,Processing
14956,609,773,2,867.64,2024-04-24,Delivered
14957,21276,581,5,1942.0,2023-03-12,Processing
14958,44234,99,3,440.52,2023-11-28,Shipped
14959,43026,659,2,788.44,2024-08-29,Cancelled
14960,1063,651,3,125.67,2023-09-30,Cancelled
14961,20439,122,5,1150.7,2023-05-24,Processing
14962,10188,397,4,1680.48,2022-11-28,Cancelled
14963,33746,998,1,474.97,2023-06-02,Processing
14964,38143,271,4,871.52,2024-03-03,Shipped
14965,40718,135,5,2265.85,2023-01-09,Shipped
14966,10930,586,3,659.52,2023-04-02,Cancelled
14967,45090,713,1,121.95,2024-06-14,Cancelled
14968,1277,788,3,193.86,2024-03-28,Processing
14969,8792,518,5,2008.35,2024-01-11,Delivered
14970,28266,578,2,459.12,2023-04-08,Cancelled
14971,14099,351,3,1223.04,2024-07-20,Processing
14972,25696,460,2,205.58,2023-12-07,Pending
14973,39710,783,1,49.77,2024-04-21,Processing
14974,13678,636,2,699.7,2022-09-08,Processing
14975,29222,466,1,180.47,2023-11-06,Cancelled
14976,1341,317,2,502.64,2023-11-16,Cancelled
14977,46396,77,3,1240.29,2024-03-18,Cancelled
14978,10517,328,4,1744.68,2023-10-10,Delivered
14979,21346,751,4,1583.24,2024-08-16,Pending
14980,5460,421,2,329.2,2024-09-08,Cancelled
14981,41491,214,2,884.28,2022-10-31,Shipped
14982,38688,279,3,1015.35,2023-04-22,Pending
14983,17518,940,2,646.24,2022-08-23,Pending
14984,48541,59,3,469.02,2023-08-06,Shipped
14985,28815,255,4,1454.92,2022-07-22,Delivered
14986,9956,494,4,358.24,2023-03-27,Cancelled
14987,22518,566,2,309.5,2023-02-06,Cancelled
14988,30875,64,5,2328.85,2024-05-07,Pending
14989,32099,883,3,36.54,2023-09-22,Cancelled
14990,26784,915,5,1376.75,2023-09-29,Cancelled
14991,40890,328,3,1087.23,2023-06-19,Delivered
14992,22950,929,5,1449.2,2024-02-14,Cancelled
14993,6067,511,4,1480.6,2023-04-28,Delivered
14994,11227,380,1,443.95,2023-07-04,Shipped
14995,4760,985,1,8.11,2022-06-22,Pending
14996,43929,642,3,966.48,2022-09-16,Cancelled
14997,17850,721,2,921.5,2023-09-13,Processing
14998,38801,885,4,619.68,2024-01-14,Processing
14999,9761,894,3,151.83,2022-12-22,Delivered
15000,3520,627,5,2216.35,2022-07-12,Cancelled
15001,41268,682,2,678.2,2023-02-25,Pending
15002,19382,440,4,1767.76,2022-12-09,Cancelled
15003,8288,571,2,246.08,2023-03-16,Pending
15004,37775,628,3,22.71,2023-09-03,Shipped
15005,40392,976,5,505.5,2022-11-24,Shipped
15006,45308,947,4,909.32,2023-04-06,Delivered
15007,5902,616,3,185.22,2022-11-01,Shipped
15008,14682,233,2,411.0,2024-05-08,Delivered
15009,30786,158,3,732.21,2023-10-07,Shipped
15010,47591,660,3,1127.61,2023-06-21,Processing
15011,2506,338,3,285.87,2023-10-11,Delivered
15012,47806,725,5,2410.8,2024-06-25,Processing
15013,32452,981,2,61.54,2023-03-04,Pending
15014,48540,157,1,231.36,2023-12-17,Pending
15015,263,824,5,1779.65,2023-11-13,Processing
15016,22789,283,2,883.6,2024-03-10,Pending
15017,18171,927,4,1443.76,2023-12-26,Delivered
15018,8921,906,3,127.41,2024-05-18,Cancelled
15019,26470,353,1,59.97,2022-09-30,Delivered
15020,12036,380,1,478.47,2023-06-04,Cancelled
15021,6853,701,5,2416.25,2024-04-07,Delivered
15022,38631,617,2,263.0,2022-09-24,Delivered
15023,37248,488,3,1386.21,2023-10-08,Processing
15024,3316,591,4,155.44,2023-10-20,Processing
15025,8479,359,3,42.57,2024-06-17,Cancelled
15026,16495,812,4,856.4,2024-06-21,Processing
15027,19942,241,4,1543.76,2024-05-30,Shipped
15028,45176,748,4,1854.52,2022-09-21,Cancelled
15029,14703,666,3,573.09,2023-04-26,Processing
15030,13693,446,2,44.06,2024-02-05,Shipped
15031,49031,84,3,1255.59,2023-11-03,Cancelled
15032,32096,621,1,63.57,2023-07-04,Delivered
15033,49576,743,5,2199.1,2023-01-28,Pending
15034,30249,457,5,1280.15,2024-04-10,Shipped
15035,9399,514,2,326.88,2023-11-08,Processing
15036,29264,253,3,183.45,2024-03-30,Shipped
15037,38078,105,4,845.16,2023-09-25,Shipped
15038,48395,623,3,177.75,2022-10-21,Processing
15039,14974,817,4,366.16,2024-01-07,Pending
15040,37047,600,3,125.19,2024-05-31,Pending
15041,9557,597,4,253.48,2024-02-06,Shipped
15042,36763,530,3,979.8,2023-02-16,Delivered
15043,12624,271,2,394.44,2024-07-09,Delivered
15044,6568,416,2,469.02,2024-01-14,Pending
15045,33726,673,1,12.64,2023-02-04,Pending
15046,5036,530,4,1417.4,2023-01-13,Shipped
15047,4181,563,5,257.3,2022-11-08,Pending
15048,41844,899,1,179.81,2023-11-15,Pending
15049,47670,227,1,463.38,2024-04-13,Shipped
15050,22876,782,1,474.19,2023-04-02,Pending
15051,36403,802,2,536.34,2022-10-12,Shipped
15052,12865,462,1,375.69,2022-07-17,Processing
15053,35792,357,3,1189.23,2024-07-18,Processing
15054,32888,759,5,1917.95,2022-08-17,Pending
15055,42648,493,5,2301.15,2022-09-26,Cancelled
15056,9885,476,1,324.31,2022-10-27,Pending
15057,32585,458,5,352.35,2022-07-04,Cancelled
15058,8244,50,4,1989.8,2024-07-25,Pending
15059,48807,502,5,2307.75,2023-11-12,Pending
15060,39459,619,1,254.11,2024-04-13,Cancelled
15061,11756,657,2,815.44,2023-05-07,Delivered
15062,8915,283,2,871.82,2023-03-10,Cancelled
15063,44038,45,1,147.91,2023-04-28,Processing
15064,34838,195,4,1285.32,2022-07-11,Delivered
15065,28488,736,3,1381.86,2023-01-11,Delivered
15066,9622,46,5,2141.9,2023-09-09,Shipped
15067,12170,943,3,786.0,2022-10-28,Pending
15068,10471,599,4,1067.12,2023-06-03,Shipped
15069,30822,647,5,1860.7,2024-01-07,Pending
15070,17627,517,4,1980.24,2023-10-05,Delivered
15071,10705,994,1,493.19,2024-07-01,Delivered
15072,27446,564,1,80.67,2022-07-13,Pending
15073,49833,157,3,214.53,2024-02-11,Delivered
15074,11889,145,2,605.1,2023-07-31,Cancelled
15075,28818,371,1,170.78,2022-06-18,Pending
15076,22884,541,3,231.33,2022-10-13,Shipped
15077,46420,662,1,8.99,2022-06-19,Delivered
15078,13878,858,2,277.22,2022-11-24,Pending
15079,28983,84,1,139.2,2023-11-17,Delivered
15080,18307,169,2,248.26,2023-07-14,Shipped
15081,30433,777,2,155.72,2024-09-09,Cancelled
15082,39340,296,4,790.88,2023-10-30,Pending
15083,4004,683,3,968.97,2023-09-13,Shipped
15084,30654,133,5,1094.95,2023-01-31,Pending
15085,43632,874,4,1367.08,2023-12-18,Processing
15086,20013,984,3,95.31,2023-05-18,Delivered
15087,39569,189,1,103.59,2023-07-23,Delivered
15088,5826,401,2,50.78,2024-06-02,Processing
15089,7050,650,5,374.8,2024-04-18,Delivered
15090,20744,83,3,207.15,2023-07-20,Shipped
15091,5020,971,1,63.21,2024-07-12,Processing
15092,21055,815,1,247.88,2022-06-26,Processing
15093,48075,908,3,1151.04,2024-05-25,Delivered
15094,13683,468,1,401.76,2024-06-14,Shipped
15095,10169,516,1,313.86,2024-06-16,Processing
15096,3495,580,2,527.5,2022-06-01,Delivered
15097,35559,42,2,96.98,2023-04-27,Delivered
15098,13354,986,5,886.85,2023-03-21,Cancelled
15099,32814,3,1,341.43,2024-02-13,Cancelled
15100,49014,603,3,1089.75,2022-10-26,Cancelled
15101,16296,550,5,772.35,2023-03-26,Pending
15102,161,652,1,209.55,2023-02-11,Pending
15103,38986,529,3,641.07,2022-12-31,Pending
15104,46824,722,2,962.28,2024-01-03,Processing
15105,49452,880,2,720.0,2023-12-12,Shipped
15106,25587,776,1,287.61,2022-10-21,Pending
15107,5169,781,1,119.19,2024-05-29,Processing
15108,11943,419,3,138.9,2024-05-28,Shipped
15109,33240,201,5,2287.35,2024-01-24,Processing
15110,37066,585,5,229.85,2022-06-04,Shipped
15111,10612,640,1,291.38,2024-06-27,Shipped
15112,43659,280,3,1487.22,2023-10-14,Cancelled
15113,28565,182,5,133.15,2024-01-19,Processing
15114,20418,66,3,512.64,2024-03-16,Delivered
15115,11813,324,3,418.2,2024-08-23,Shipped
15116,36404,347,5,1618.55,2023-05-22,Pending
15117,47984,966,4,446.04,2023-06-21,Pending
15118,40291,485,3,284.1,2022-11-18,Shipped
15119,9139,112,2,194.18,2023-11-29,Delivered
15120,26326,507,3,930.12,2022-10-02,Delivered
15121,47835,260,4,235.16,2024-02-27,Delivered
15122,44137,107,4,425.24,2023-10-19,Shipped
15123,19827,317,1,462.8,2024-04-29,Processing
15124,11985,158,3,829.32,2022-08-19,Delivered
15125,1034,776,4,840.8,2023-02-15,Shipped
15126,5937,204,3,1492.86,2023-04-11,Shipped
15127,5215,830,4,1398.44,2024-05-07,Delivered
15128,41652,454,1,441.17,2024-09-06,Pending
15129,21883,736,1,25.57,2024-07-19,Processing
15130,47611,448,1,87.9,2023-03-06,Delivered
15131,21813,832,5,2220.3,2022-09-10,Delivered
15132,40678,141,4,670.16,2023-10-13,Shipped
15133,7299,486,4,677.52,2022-08-11,Processing
15134,1831,248,1,360.46,2024-05-26,Cancelled
15135,40144,142,5,1564.05,2022-08-24,Shipped
15136,6030,619,1,221.81,2022-07-18,Pending
15137,43609,63,4,929.64,2023-03-09,Pending
15138,18843,927,3,107.1,2024-01-25,Cancelled
15139,17180,374,3,982.71,2023-11-17,Shipped
15140,38637,868,5,2206.45,2022-08-28,Processing
15141,21960,809,3,1499.16,2023-09-01,Processing
15142,44625,513,5,1641.35,2023-01-09,Cancelled
15143,45810,799,4,1084.44,2023-02-24,Cancelled
15144,44710,908,1,199.49,2022-11-30,Shipped
15145,29203,80,3,603.33,2022-11-14,Pending
15146,34525,915,2,731.06,2023-05-22,Processing
15147,40006,543,5,1931.9,2022-10-25,Cancelled
15148,20602,676,5,1599.85,2023-07-28,Processing
15149,16113,177,1,5.64,2023-12-06,Delivered
15150,45681,558,2,722.44,2023-07-26,Processing
15151,22735,382,2,830.86,2024-05-25,Cancelled
15152,13698,817,4,1192.96,2024-08-27,Cancelled
15153,17998,412,3,1215.51,2024-01-07,Processing
15154,17570,577,1,389.72,2024-06-07,Processing
15155,15261,384,4,784.08,2022-12-07,Shipped
15156,39405,211,4,1270.84,2023-11-16,Delivered
15157,30854,476,1,277.73,2023-06-11,Cancelled
15158,29347,474,4,1219.68,2023-04-03,Processing
15159,21150,622,1,305.87,2022-11-11,Delivered
15160,42498,655,4,746.24,2024-04-24,Cancelled
15161,179,488,3,1142.64,2022-08-27,Delivered
15162,38265,546,2,499.88,2024-04-22,Shipped
15163,29764,97,3,1189.08,2024-08-22,Pending
15164,46699,233,1,487.95,2022-07-29,Pending
15165,16613,731,3,1483.23,2023-02-20,Delivered
15166,32788,853,2,779.7,2023-04-05,Cancelled
15167,17806,60,4,1951.52,2024-08-21,Pending
15168,47541,382,5,2398.5,2024-07-24,Pending
15169,28290,392,1,185.85,2024-01-27,Cancelled
15170,42863,253,2,515.36,2023-10-28,Pending
15171,14712,410,4,1901.2,2023-10-04,Cancelled
15172,40196,150,4,476.36,2023-12-25,Shipped
15173,447,641,5,1811.35,2022-06-16,Shipped
15174,34463,831,3,223.47,2022-06-11,Cancelled
15175,46486,51,1,297.6,2023-08-20,Shipped
15176,13808,944,5,1084.4,2022-06-10,Delivered
15177,7487,81,1,327.79,2024-08-10,Shipped
15178,37432,867,4,1408.96,2023-07-23,Delivered
15179,47436,850,2,690.26,2023-06-20,Pending
15180,37274,563,3,692.55,2022-07-30,Cancelled
15181,31198,388,2,988.62,2023-03-19,Cancelled
15182,15796,540,4,221.12,2023-01-13,Processing
15183,34107,704,4,1387.28,2024-02-10,Pending
15184,30045,778,1,466.3,2024-02-29,Shipped
15185,10069,373,4,1742.4,2023-04-14,Pending
15186,47423,80,2,672.3,2024-05-15,Delivered
15187,43279,722,5,185.5,2024-07-17,Delivered
15188,29679,44,1,231.74,2023-04-01,Shipped
15189,33237,760,2,551.78,2024-08-30,Cancelled
15190,30051,868,3,659.52,2022-12-02,Cancelled
15191,45411,759,3,831.63,2022-10-24,Pending
15192,34715,852,3,1238.28,2024-06-15,Processing
15193,3025,983,4,1741.16,2023-04-14,Delivered
15194,22125,63,5,1344.9,2022-06-02,Pending
15195,46607,652,3,1295.04,2024-03-01,Pending
15196,25969,85,4,968.6,2022-06-30,Cancelled
15197,9855,281,3,97.35,2024-04-24,Shipped
15198,35767,455,4,202.76,2024-05-07,Processing
15199,39894,57,1,103.63,2023-07-27,Cancelled
15200,45000,943,5,844.15,2024-05-04,Processing
15201,4585,445,1,58.67,2022-11-22,Processing
15202,20401,165,3,906.96,2023-10-15,Cancelled
15203,24757,860,5,868.2,2023-09-13,Shipped
15204,43293,247,4,915.12,2022-06-21,Processing
15205,5182,269,5,2299.05,2024-06-18,Cancelled
15206,43852,288,5,800.5,2023-01-08,Processing
15207,569,349,4,36.44,2024-08-18,Cancelled
15208,11644,230,5,403.6,2024-05-26,Pending
15209,5450,779,2,55.04,2023-03-12,Cancelled
15210,30651,879,5,500.6,2023-03-08,Processing
15211,31948,749,5,1870.45,2024-01-24,Pending
15212,7204,990,3,242.64,2023-03-14,Shipped
15213,27505,666,5,219.1,2024-07-06,Processing
15214,22131,329,5,52.65,2023-04-25,Delivered
15215,36228,313,4,554.92,2023-01-16,Pending
15216,3115,429,3,214.5,2023-08-12,Delivered
15217,20619,243,4,915.48,2022-08-30,Processing
15218,5565,779,2,386.4,2023-12-22,Shipped
15219,43090,123,1,139.45,2024-01-19,Processing
15220,47624,958,4,621.84,2023-12-22,Pending
15221,43627,978,4,88.08,2024-01-29,Processing
15222,10627,475,4,283.2,2022-07-13,Processing
15223,41680,909,5,548.85,2023-07-27,Delivered
15224,7818,589,4,1583.44,2022-11-21,Cancelled
15225,9653,898,4,178.96,2023-08-15,Delivered
15226,41943,888,3,660.18,2023-11-25,Shipped
15227,44162,630,2,207.2,2023-12-20,Cancelled
15228,45542,770,5,111.7,2024-02-21,Shipped
15229,18064,490,4,386.32,2023-10-10,Cancelled
15230,7902,308,4,339.04,2023-01-12,Shipped
15231,1883,431,1,66.45,2024-08-11,Processing
15232,27735,695,1,274.2,2022-11-01,Shipped
15233,26347,179,3,354.12,2023-03-06,Delivered
15234,45981,571,3,1431.06,2023-08-12,Pending
15235,12604,462,1,22.63,2024-06-29,Processing
15236,12836,434,1,202.14,2024-03-12,Shipped
15237,29016,124,2,611.22,2024-08-25,Shipped
15238,4284,991,2,323.24,2022-07-16,Cancelled
15239,35527,262,4,702.64,2022-10-07,Shipped
15240,21194,150,5,2249.75,2022-09-25,Cancelled
15241,49975,342,1,313.74,2022-12-12,Processing
15242,4617,616,5,2356.2,2022-11-10,Pending
15243,12068,577,2,788.88,2022-08-08,Cancelled
15244,29831,287,1,220.28,2024-04-17,Delivered
15245,33281,106,5,2353.8,2024-02-20,Shipped
15246,4280,108,2,865.72,2023-06-05,Pending
15247,9471,835,3,414.78,2023-01-17,Processing
15248,28720,661,3,1492.38,2022-09-27,Delivered
15249,19590,138,3,909.24,2023-09-02,Pending
15250,12052,358,2,218.48,2022-11-19,Pending
15251,40200,365,1,304.75,2022-10-22,Cancelled
15252,10636,581,5,2258.15,2024-07-01,Pending
15253,47348,549,2,451.48,2022-09-11,Cancelled
15254,44009,845,5,326.2,2022-11-29,Shipped
15255,15249,424,5,2250.6,2023-11-12,Cancelled
15256,38785,663,2,770.38,2023-06-22,Delivered
15257,11027,577,2,228.34,2023-08-15,Pending
15258,3542,101,3,515.64,2024-02-05,Delivered
15259,26464,120,1,40.4,2023-06-01,Pending
15260,41360,468,5,149.15,2023-04-29,Processing
15261,21506,302,2,711.82,2024-08-23,Shipped
15262,25531,204,2,508.72,2023-07-28,Pending
15263,20999,405,5,1771.8,2023-01-16,Shipped
15264,40460,513,5,809.7,2023-02-20,Shipped
15265,15089,453,3,911.85,2023-08-25,Cancelled
15266,25065,283,1,227.69,2024-03-10,Cancelled
15267,43774,244,3,1264.86,2023-07-20,Pending
15268,12141,151,3,714.78,2024-02-29,Shipped
15269,22193,193,1,427.81,2023-07-27,Delivered
15270,22151,50,3,575.22,2022-09-05,Shipped
15271,37745,876,3,1148.67,2023-10-24,Processing
15272,24298,794,4,632.56,2023-04-12,Cancelled
15273,34804,50,3,423.18,2024-05-18,Cancelled
15274,19001,539,3,120.21,2022-10-29,Pending
15275,15570,570,1,243.6,2023-09-13,Shipped
15276,11122,47,3,164.22,2023-03-16,Shipped
15277,1227,424,3,651.66,2024-07-08,Cancelled
15278,32767,740,5,2135.1,2022-10-05,Shipped
15279,25951,682,3,113.94,2024-03-10,Cancelled
15280,10484,762,5,1036.9,2024-01-29,Processing
15281,30202,288,5,1121.1,2024-08-22,Pending
15282,13409,79,2,996.08,2023-08-03,Shipped
15283,32346,159,3,38.64,2023-11-14,Pending
15284,29891,888,3,92.55,2024-02-12,Cancelled
15285,26246,201,1,189.77,2024-04-24,Shipped
15286,13030,665,1,406.6,2023-03-29,Shipped
15287,27981,972,3,837.84,2023-02-14,Delivered
15288,39933,371,5,1757.4,2023-05-07,Cancelled
15289,36533,813,4,1479.64,2024-05-05,Processing
15290,1984,490,5,1811.95,2023-09-22,Processing
15291,22429,59,1,435.62,2023-12-14,Cancelled
15292,32807,439,1,194.26,2023-10-11,Processing
15293,23736,208,4,166.96,2022-06-04,Processing
15294,12175,820,1,305.14,2023-03-17,Processing
15295,40154,85,3,439.71,2023-07-02,Cancelled
15296,9933,940,2,566.34,2022-07-31,Cancelled
